ticker,snapshot_date,pe_ratio,forward_pe,peg_ratio,price_to_sales,price_to_book,ev_ebitda,ev_sales,fcf_yield,earnings_yield,revenue,revenue_growth_yoy,ebitda,ebitda_growth_yoy,eps,eps_growth_yoy,fcf,fcf_growth_yoy,gross_margin,operating_margin,net_margin,roe,roa,roic,cash,total_debt,net_debt,debt_to_equity,net_debt_ebitda,current_ratio,quick_ratio,interest_coverage
GOOGL,2026-03-16,24.650000,20.430000,1.100000,6.590000,7.680000,17.890000,7.490000,0.033810,0.040650,365529230769,0.144200,149135926154,0.177200,8.517000,0.192900,75664550769,0.167600,0.583100,0.323300,0.295300,0.311000,0.208200,0.267100,65795261538,84506261538,18711000000,0.092600,0.125000,1.888000,1.544000,141.720000
AMZN,2026-03-16,42.410000,32.390000,2.420000,3.480000,7.540000,17.780000,3.730000,0.017190,0.023420,659358276923,0.108800,108134757415,0.117200,5.352000,0.134000,38242780062,0.107600,0.484000,0.107000,0.091200,0.202400,0.084700,0.140300,118684489846,229978489846,111294000000,0.518500,1.029000,1.041000,0.860000,21.460000
TSLA,2026-03-16,120.080000,96.070000,80.090000,13.430000,18.320000,70.420000,13.890000,0.002820,0.008450,97955523077,0.008500,13223995615,0.009500,2.047000,0.011500,3624354354,0.009600,0.177400,0.071100,0.071800,0.101300,0.060500,0.080200,17631994154,38529994154,20898000000,0.175100,1.580000,1.985000,1.647000,63.180000
JPM,2026-03-16,13.020000,12.790000,1.090000,3.640000,2.170000,10.860000,4.090000,0.050170,0.078130,183195766154,0.102400,73644697994,0.119500,20.525000,0.127600,33708020972,0.107300,0.600400,0.405700,0.316900,0.165800,0.013400,0.108300,32975237908,113996837908,81021600000,1.231900,1.100000,1.084000,0.905000,8.320000
V,2026-03-16,30.410000,26.440000,1.690000,17.300000,14.800000,22.800000,19.150000,0.031500,0.032890,37173046154,0.105900,26095478400,0.126300,10.204000,0.158400,19032599631,0.118400,0.804200,0.668100,0.553000,0.517500,0.207400,0.430000,6691148308,34781948308,28090800000,0.521700,1.076000,1.321000,1.086000,24.190000
NFLX,2026-03-16,43.340000,35.560000,1.770000,10.100000,15.880000,30.830000,9.830000,0.017820,0.022620,40826400000,0.152200,11594697600,0.177900,21.021000,0.195200,7103793600,0.154100,0.456200,0.265300,0.215800,0.353500,0.137400,0.233500,7348752000,32361552000,25012800000,0.717200,2.157000,1.238000,0.997000,16.530000
AAPL,2026-03-23,33.320000,30.730000,4.080000,8.460000,52.740000,24.410000,10.390000,0.029860,0.029590,398401178846,0.057900,134261197271,0.067600,7.138000,0.073700,105177911215,0.057900,0.458600,0.311800,0.234300,1.546600,0.254100,0.572800,71712212192,680958212192,609246000000,1.862600,4.538000,0.843000,0.716000,6.210000
MSFT,2026-03-23,37.990000,30.810000,1.590000,12.470000,10.500000,21.490000,14.310000,0.020600,0.028250,266007361538,0.144600,142313938423,0.182700,13.166000,0.186300,67299862469,0.160500,0.694300,0.437600,0.354600,0.349300,0.178100,0.273300,47881325077,142327325077,94446000000,0.331400,0.664000,1.342000,1.119000,35.310000
NVDA,2026-03-23,53.020000,32.630000,0.350000,25.640000,46.790000,41.710000,27.050000,0.025300,0.018450,163090618269,0.763900,103399451983,0.843800,3.866000,0.963400,75347865640,0.866500,0.739000,0.613800,0.550500,0.891500,0.651900,0.774600,29356311288,68434311288,39078000000,0.129800,0.378000,4.147000,3.367000,82
META,2026-03-23,27.840000,22.900000,0.820000,8.650000,8.100000,16.380000,9.280000,0.038200,0.036630,175874225962,0.211500,93389213986,0.245500,24.102000,0.286200,56983249212,0.225900,0.814600,0.414600,0.371100,0.359300,0.230200,0.294900,31657360673,68593360673,36936000000,0.266100,0.396000,2.852000,2.420000,41.480000
GOOGL,2026-03-23,25.110000,21.260000,1,6.500000,7.270000,16.350000,6.780000,0.034420,0.040650,367438076923,0.152400,149914735385,0.171800,8.595000,0.211100,76059681923,0.154000,0.586800,0.327600,0.292600,0.317900,0.207500,0.266300,66138853846,84849853846,18711000000,0.092100,0.125000,1.866000,1.546000,139.260000
AMZN,2026-03-23,44.860000,31.810000,2.290000,3.660000,8.530000,18.240000,3.870000,0.015970,0.023420,661193753846,0.111200,108435775631,0.125500,5.378000,0.141500,38349237723,0.107600,0.490800,0.107100,0.090900,0.204800,0.088800,0.140300,119014875692,230308875692,111294000000,0.531100,1.026000,1.039000,0.869000,22.300000
TSLA,2026-03-23,118.530000,92.490000,86.070000,12.650000,15.970000,70.800000,13.620000,0.002930,0.008450,97990657500,0.009100,13228738763,0.009700,2.047000,0.010700,3625654328,0.009100,0.176600,0.071500,0.071400,0.102900,0.061500,0.079600,17638318350,38536318350,20898000000,0.176400,1.580000,2.055000,1.627000,65.700000
JPM,2026-03-23,12.700000,15.310000,1.080000,3.820000,1.960000,10.410000,4.070000,0.055490,0.078130,183667430769,0.104500,73834307169,0.122000,20.584000,0.129200,33794807262,0.100400,0.602100,0.395600,0.320100,0.166600,0.013900,0.110200,33060137538,114081737538,81021600000,1.247000,1.097000,1.081000,0.889000,8.380000
V,2026-03-23,31.730000,27.280000,1.770000,16.620000,13.540000,22.500000,18.140000,0.028750,0.032890,37186338462,0.100800,26104809600,0.118200,10.210000,0.151000,19039405292,0.115300,0.804200,0.673600,0.555300,0.508800,0.208200,0.420300,6693540923,34784340923,28090800000,0.515200,1.076000,1.290000,1.053000,25.300000
NFLX,2026-03-23,40.870000,36.910000,1.710000,10.190000,16.440000,30.360000,9.710000,0.020510,0.022620,41031075000,0.159300,11652825300,0.190700,21.143000,0.202600,7139407050,0.154200,0.461100,0.264400,0.217800,0.359600,0.138600,0.242200,7385593500,32398393500,25012800000,0.704700,2.147000,1.194000,0.994000,16.070000
AAPL,2026-03-30,34.580000,30.060000,3.940000,8.430000,51.620000,22.480000,8.450000,0.030160,0.029590,399120769231,0.060000,134503699231,0.067900,7.154000,0.076300,105367883077,0.065700,0.461300,0.314100,0.236400,1.559800,0.248600,0.569800,71841738462,681087738462,609246000000,1.828300,4.530000,0.871000,0.709000,6.500000
MSFT,2026-03-30,35.260000,30.090000,1.530000,12.630000,10.800000,23.120000,12.500000,0.021140,0.028250,267232423077,0.150500,142969346346,0.163600,13.241000,0.193400,67609803038,0.155300,0.686700,0.436300,0.354200,0.354400,0.181400,0.279200,48101836154,142547836154,94446000000,0.328400,0.661000,1.346000,1.079000,32
NVDA,2026-03-30,52.870000,33.710000,0.330000,25.770000,46.220000,43.800000,27.800000,0.023370,0.018450,163620900000,0.733200,103735650600,0.872600,3.991000,1.032500,75592855800,0.729900,0.747600,0.613200,0.564300,0.907800,0.641200,0.785100,29451762000,68529762000,39078000000,0.129700,0.377000,4.107000,3.386000,87.910000
META,2026-03-30,26.790000,23.110000,0.870000,9.310000,9.190000,17.560000,9.840000,0.040170,0.036630,176833703846,0.216600,93898696742,0.254400,24.095000,0.269400,57294120046,0.231700,0.806500,0.423100,0.371900,0.366100,0.228800,0.293600,31830066692,68766066692,36936000000,0.261100,0.393000,2.999000,2.404000,43.830000
GOOGL,2026-03-30,26.220000,22.600000,1.050000,6.670000,8.020000,17.690000,6.900000,0.032140,0.040650,368270000000,0.150800,150254160000,0.167700,8.599000,0.201000,76231890000,0.177200,0.584900,0.329100,0.290800,0.318900,0.210500,0.270900,66288600000,84999600000,18711000000,0.094300,0.125000,1.875000,1.554000,143.350000
AMZN,2026-03-30,43.190000,33.010000,2.320000,3.630000,7.470000,19.370000,4.220000,0.017080,0.023420,661961807692,0.108500,108561736462,0.124300,5.389000,0.139700,38393784846,0.116100,0.482400,0.109600,0.091300,0.204100,0.086500,0.138100,119153125385,230447125385,111294000000,0.532800,1.025000,1.050000,0.844000,21.560000
TSLA,2026-03-30,127.410000,90.550000,72.520000,13.130000,17.160000,75.390000,14.440000,0.002720,0.008450,97987463462,0.008500,13228307567,0.010900,2.049000,0.012700,3625536148,0.009800,0.176800,0.073000,0.074300,0.102100,0.060600,0.079200,17637743423,38535743423,20898000000,0.177000,1.580000,2.008000,1.625000,65.150000
JPM,2026-03-30,12.800000,13.580000,1.080000,3.990000,2.200000,11.240000,3.850000,0.051960,0.078130,184307132308,0.109100,74091467188,0.121400,20.634000,0.129300,33912512345,0.112800,0.593400,0.397000,0.317800,0.165800,0.013400,0.106900,33175283815,114196883815,81021600000,1.265700,1.094000,1.073000,0.883000,8.350000
V,2026-03-30,32.880000,26.590000,1.880000,16.820000,15.980000,22.290000,16.950000,0.031250,0.032890,37327153846,0.106500,26203662000,0.122800,10.210000,0.142400,19111502769,0.107600,0.802600,0.668600,0.546700,0.511000,0.207800,0.420700,6718887692,34809687692,28090800000,0.521900,1.072000,1.274000,1.044000,24.660000
NFLX,2026-03-30,44.980000,33.610000,1.660000,10.100000,18.050000,30.540000,9.900000,0.017800,0.022620,41068200000,0.153200,11663368800,0.178100,21.259000,0.208200,7145866800,0.172500,0.461000,0.268400,0.220100,0.352700,0.141600,0.237700,7392276000,32405076000,25012800000,0.708600,2.145000,1.183000,0.953000,16.900000
AAPL,2026-04-06,35.530000,30.970000,3.780000,8.900000,55.380000,26.040000,9.450000,0.029150,0.029590,399614782692,0.060300,134670181767,0.072800,7.173000,0.079700,105498302631,0.062900,0.458000,0.312000,0.237800,1.557600,0.257900,0.592400,71930660885,681176660885,609246000000,1.842300,4.524000,0.862000,0.710000,6.140000
MSFT,2026-04-06,36.130000,28.100000,1.480000,12.160000,11.190000,22,13.850000,0.021230,0.028250,268106769231,0.152000,143437121538,0.176100,13.315000,0.199500,67831012615,0.172900,0.693500,0.443900,0.359700,0.353200,0.183400,0.278600,48259218462,142705218462,94446000000,0.324800,0.658000,1.359000,1.093000,33.880000
NVDA,2026-04-06,54.890000,36.250000,0.310000,26.180000,48.180000,44.720000,26.820000,0.023180,0.018450,167868925962,0.783700,106428899060,0.892300,4.115000,1.093700,77555443794,0.849700,0.748000,0.625400,0.553000,0.904400,0.651600,0.776300,30216406673,69294406673,39078000000,0.131900,0.367000,4.094000,3.341000,92.250000
META,2026-04-06,27.890000,24.190000,0.880000,9.130000,8.740000,17.320000,8.940000,0.035800,0.036630,177050084615,0.208800,94013594931,0.252000,24.188000,0.266700,57364227415,0.251800,0.813800,0.422700,0.371300,0.368200,0.238400,0.300700,31869015231,68805015231,36936000000,0.267100,0.393000,2.954000,2.412000,43.320000
GOOGL,2026-04-06,25.080000,21.680000,1.010000,6.890000,6.570000,18.460000,7.740000,0.031780,0.040650,368760673077,0.146700,150454354615,0.180300,8.656000,0.209700,76333459327,0.163400,0.590300,0.330100,0.294500,0.320600,0.212900,0.264800,66376921154,85087921154,18711000000,0.092200,0.124000,1.923000,1.531000,140.610000
AMZN,2026-04-06,45.370000,31.680000,2.230000,3.470000,7.770000,17.760000,3.870000,0.017300,0.023420,662383869231,0.104600,108630954554,0.124800,5.413000,0.145600,38418264415,0.130800,0.485200,0.109900,0.092900,0.209700,0.085600,0.140100,119229096462,230523096462,111294000000,0.532100,1.025000,1.054000,0.886000,21.150000
TSLA,2026-04-06,116.420000,94.100000,78.720000,13.890000,17.010000,76.680000,13.910000,0.002810,0.008450,98031992115,0.009300,13234318936,0.010200,2.049000,0.011700,3627183708,0.009500,0.179100,0.072500,0.072400,0.103300,0.062000,0.080600,17645758581,38543758581,20898000000,0.178900,1.579000,1.994000,1.606000,65.830000
JPM,2026-04-06,13.180000,13.880000,1.090000,3.710000,2.220000,11.630000,3.840000,0.050700,0.078130,184076252308,0.099800,73998653428,0.126500,20.668000,0.127200,33870030425,0.093400,0.597100,0.404600,0.316200,0.165100,0.013600,0.107600,33133725415,114155325415,81021600000,1.271200,1.095000,1.091000,0.903000,8.320000
V,2026-04-06,30.530000,27.160000,1.960000,15.860000,16.370000,20.780000,17.820000,0.033230,0.032890,37295653846,0.098500,26181549000,0.122400,10.217000,0.137000,19095374769,0.114100,0.803200,0.666900,0.543000,0.509400,0.204700,0.426400,6713217692,34804017692,28090800000,0.518600,1.073000,1.262000,1.068000,22.980000
NFLX,2026-04-06,43.220000,33.700000,1.730000,10.160000,16.930000,29.880000,11.120000,0.017660,0.022620,41207325000,0.154900,11702880300,0.167600,21.282000,0.200400,7170074550,0.160800,0.457000,0.262000,0.222500,0.355000,0.138600,0.236600,7417318500,32430118500,25012800000,0.719500,2.137000,1.215000,1.003000,15.790000
AAPL,2026-04-13,33.330000,27.930000,3.440000,9.330000,54.690000,25.720000,9.640000,0.029350,0.029590,400188500000,0.061100,134863524500,0.070900,7.204000,0.087400,105649764000,0.065900,0.462200,0.316600,0.236700,1.571700,0.253700,0.585600,72033930000,681279930000,609246000000,1.845400,4.518000,0.867000,0.719000,6.770000
MSFT,2026-04-13,34.960000,28.660000,1.390000,13.070000,11.480000,25.060000,12.810000,0.022450,0.028250,268487769231,0.148300,143640956538,0.184700,13.426000,0.212900,67927405615,0.164400,0.689500,0.444800,0.361300,0.347700,0.187300,0.275900,48327798462,142773798462,94446000000,0.337100,0.658000,1.320000,1.154000,36.050000
NVDA,2026-04-13,52.780000,34.130000,0.300000,24.870000,49.130000,43.470000,27.520000,0.024690,0.018450,170101730769,0.789000,107844497308,0.911800,4.193000,1.108400,78586999615,0.925700,0.743500,0.621800,0.560300,0.907700,0.668500,0.779000,30618311538,69696311538,39078000000,0.128600,0.362000,4.173000,3.358000,95.140000
META,2026-04-13,28.350000,22.510000,0.810000,8.530000,8.490000,16.600000,9.100000,0.038330,0.036630,178273711538,0.217700,94663340827,0.260300,24.503000,0.290600,57760682538,0.231500,0.820800,0.418200,0.379700,0.371800,0.231400,0.297400,32089268077,69025268077,36936000000,0.274600,0.390000,2.970000,2.503000,42.840000
GOOGL,2026-04-13,22.290000,20.840000,1.040000,6.760000,6.770000,17.380000,6.740000,0.032110,0.040650,370959615385,0.155700,151351523077,0.172400,8.668000,0.203200,76788640385,0.154700,0.590400,0.328300,0.295000,0.319600,0.216100,0.264500,66772730769,85483730769,18711000000,0.093200,0.124000,1.906000,1.572000,147
AMZN,2026-04-13,43.050000,34.820000,2.150000,3.690000,8.070000,20.750000,3.720000,0.016800,0.023420,664697846154,0.108800,109010446769,0.135600,5.438000,0.150500,38552475077,0.108900,0.492000,0.107900,0.091200,0.209400,0.085500,0.140600,119645612308,230939612308,111294000000,0.545500,1.021000,1.079000,0.860000,22.610000
TSLA,2026-04-13,122.240000,87.410000,78.050000,13.550000,17.830000,72.100000,14.610000,0.002830,0.008450,98034434615,0.008900,13234648673,0.010300,2.049000,0.011800,3627274081,0.010000,0.175600,0.074100,0.072500,0.106900,0.062300,0.080900,17646198231,38544198231,20898000000,0.179900,1.579000,1.991000,1.648000,68.470000
JPM,2026-04-13,12.450000,13.890000,1.040000,3.820000,2.210000,11.480000,3.830000,0.048880,0.078130,184656184615,0.103300,74231786215,0.123900,20.764000,0.133500,33976737969,0.105300,0.605300,0.400800,0.316600,0.168100,0.013500,0.109300,33238113231,114259713231,81021600000,1.256100,1.091000,1.089000,0.904000,8.040000
V,2026-04-13,30.920000,29.230000,1.940000,16.750000,14.950000,22.230000,16.520000,0.029910,0.032890,37372153846,0.099100,26235252000,0.113600,10.248000,0.138400,19134542769,0.100300,0.793400,0.654700,0.537100,0.511000,0.206500,0.420400,6726987692,34817787692,28090800000,0.504200,1.071000,1.285000,1.045000,22.170000
NFLX,2026-04-13,43.620000,33.840000,1.660000,9.810000,14.910000,31.230000,10.430000,0.018740,0.022620,41316000000,0.154400,11733744000,0.183200,21.417000,0.208100,7188984000,0.160700,0.460600,0.266400,0.219500,0.361400,0.143300,0.241200,7436880000,32449680000,25012800000,0.725800,2.132000,1.212000,0.997000,16.420000
AAPL,2026-04-20,33.990000,30.770000,3.170000,8.920000,51.100000,24.790000,9.300000,0.028550,0.029590,400979523077,0.063200,135130099277,0.073800,7.237000,0.094900,105858594092,0.069400,0.467800,0.313100,0.240000,1.574900,0.252400,0.588800,72176314154,681422314154,609246000000,1.827100,4.509000,0.867000,0.712000,6.570000
MSFT,2026-04-20,34.040000,29.110000,1.420000,12.420000,10.280000,24.920000,12.630000,0.021350,0.028250,269448084615,0.150600,144154725269,0.186800,13.453000,0.208200,68170365408,0.167000,0.702900,0.442800,0.364100,0.349400,0.187100,0.284000,48500655231,142946655231,94446000000,0.325700,0.655000,1.361000,1.105000,35.540000
NVDA,2026-04-20,51.630000,34.750000,0.320000,25.800000,46.250000,39.890000,30.310000,0.024370,0.018450,173130585577,0.808900,109764791256,0.886300,4.186000,1.049500,79986330537,0.895800,0.752000,0.624700,0.556800,0.899800,0.659900,0.795000,31163505404,70241505404,39078000000,0.130400,0.356000,4.139000,3.407000,95.690000
META,2026-04-20,27.140000,25.080000,0.710000,9.980000,8.100000,18.980000,8.760000,0.038140,0.036630,179128478846,0.220200,95117222267,0.263400,24.972000,0.329400,58037627146,0.237300,0.814000,0.422300,0.366000,0.372800,0.230800,0.300700,32243126192,69179126192,36936000000,0.270600,0.388000,2.931000,2.427000,45.110000
GOOGL,2026-04-20,24.950000,21.880000,1.030000,6.990000,7.540000,16.960000,6.860000,0.030880,0.040650,371470480769,0.151900,151559956154,0.184200,8.706000,0.205100,76894389519,0.183900,0.595100,0.329000,0.291500,0.324500,0.215900,0.268100,66864686538,85575686538,18711000000,0.093600,0.123000,1.914000,1.534000,150.580000
AMZN,2026-04-20,46.480000,32.490000,2.190000,3.550000,8.280000,20.020000,3.880000,0.018050,0.023420,666573811538,0.110900,109318105092,0.130700,5.447000,0.147800,38661281069,0.130400,0.489000,0.109900,0.092500,0.208500,0.086700,0.139500,119983286077,231277286077,111294000000,0.539000,1.018000,1.044000,0.862000,22.450000
TSLA,2026-04-20,118.480000,94.080000,73.100000,13.610000,18.260000,76.500000,13.920000,0.002930,0.008450,98066938654,0.009300,13239036718,0.010700,2.050000,0.012600,3628476730,0.009200,0.178800,0.073900,0.074100,0.102200,0.062400,0.082400,17652048958,38550048958,20898000000,0.179900,1.579000,2.024000,1.648000,69.490000
JPM,2026-04-20,13.370000,15.440000,0.970000,4.040000,2.090000,10.670000,4.020000,0.047090,0.078130,185044855385,0.103800,74388031865,0.122200,20.899000,0.144000,34048253391,0.116700,0.598800,0.405000,0.307100,0.165300,0.013800,0.108500,33308073969,114329673969,81021600000,1.263600,1.089000,1.094000,0.911000,8.510000
V,2026-04-20,31.070000,29.750000,1.830000,15.720000,14.400000,22.290000,17.660000,0.034170,0.032890,37432038462,0.098500,26277291000,0.115500,10.306000,0.146500,19165203692,0.111000,0.799700,0.659800,0.556900,0.506700,0.203400,0.412100,6737766923,34828566923,28090800000,0.509400,1.069000,1.305000,1.040000,22.930000
NFLX,2026-04-20,43.050000,33.520000,1.610000,9.500000,15.980000,29.710000,10,0.017990,0.022620,41460150000,0.156200,11774682600,0.199700,21.551000,0.214900,7214066100,0.163900,0.463900,0.261700,0.221100,0.364400,0.141900,0.243300,7462827000,32475627000,25012800000,0.715400,2.124000,1.226000,1.008000,16.890000
AAPL,2026-04-27,35.080000,29.910000,3.650000,8.350000,51.540000,25.420000,9.690000,0.030110,0.029590,401553992308,0.063800,135323695408,0.070200,7.213000,0.082400,106010253969,0.066400,0.454500,0.319900,0.239600,1.598000,0.259200,0.583000,72279718615,681525718615,609246000000,1.893800,4.502000,0.884000,0.713000,6.270000
MSFT,2026-04-27,35.060000,28.610000,1.410000,11.820000,12.180000,25.910000,13.660000,0.023080,0.028250,270452361538,0.153100,144692013423,0.187600,13.510000,0.209600,68424447469,0.162600,0.692100,0.454900,0.359200,0.357200,0.188700,0.284000,48681425077,143127425077,94446000000,0.329400,0.653000,1.332000,1.094000,36.240000
NVDA,2026-04-27,55.970000,32.410000,0.330000,26.620000,47.710000,45.660000,28.780000,0.024110,0.018450,175309684615,0.811600,111146340046,0.936300,4.200000,1.013100,80993074292,0.905300,0.740500,0.619700,0.556300,0.905400,0.653800,0.797200,31555743231,70633743231,39078000000,0.131700,0.352000,4.184000,3.410000,97.510000
META,2026-04-27,29.220000,23.870000,0.760000,9.030000,9.140000,18.200000,9.250000,0.038890,0.036630,180326165385,0.227400,95753193819,0.275300,24.911000,0.307900,58425677585,0.235400,0.816800,0.426800,0.374700,0.367300,0.235100,0.307300,32458709769,69394709769,36936000000,0.272000,0.386000,2.957000,2.488000,44.800000
GOOGL,2026-04-27,23.570000,22.800000,1.060000,6.940000,7.230000,17.030000,6.810000,0.036250,0.040650,372374423077,0.151100,151928764615,0.181900,8.721000,0.200200,77081505577,0.177000,0.592200,0.328500,0.297300,0.321400,0.212600,0.271500,67027396154,85738396154,18711000000,0.092800,0.123000,1.845000,1.572000,143.270000
AMZN,2026-04-27,42.490000,30.690000,2.120000,3.620000,8.040000,19.920000,3.850000,0.017350,0.023420,667016730769,0.107500,109390743846,0.136500,5.472000,0.152600,38686970385,0.120300,0.486900,0.108900,0.091400,0.211500,0.090200,0.141500,120063011538,231357011538,111294000000,0.535700,1.017000,1.064000,0.881000,22.040000
TSLA,2026-04-27,118.810000,90.890000,76.750000,13.290000,18.190000,74.280000,13.340000,0.002840,0.008450,98063744615,0.008800,13238605523,0.010400,2.050000,0.012000,3628358551,0.008700,0.179100,0.074000,0.073000,0.103800,0.061800,0.082500,17651474031,38549474031,20898000000,0.180300,1.579000,2.001000,1.681000,71.740000
JPM,2026-04-27,11.210000,13.340000,1.120000,3.850000,2.080000,11.860000,4.130000,0.046570,0.078130,185842689231,0.109700,74708761071,0.119100,20.787000,0.124100,34195054818,0.121700,0.605100,0.404700,0.314900,0.166400,0.013700,0.110000,33451684062,114473284062,81021600000,1.285600,1.084000,1.084000,0.907000,8.830000
V,2026-04-27,31.840000,25.740000,2.210000,15.890000,15.250000,23.820000,17.470000,0.031340,0.032890,37469769231,0.096500,26303778000,0.111300,10.228000,0.121000,19184521846,0.108400,0.798400,0.671300,0.540500,0.496700,0.208500,0.412700,6744558462,34835358462,28090800000,0.501600,1.068000,1.276000,1.035000,23.370000
NFLX,2026-04-27,43.250000,35.010000,1.600000,10.140000,16.120000,32.310000,10.710000,0.017230,0.022620,41598750000,0.157500,11814045000,0.180000,21.645000,0.216300,7238182500,0.178100,0.464700,0.269100,0.221400,0.358300,0.144600,0.243400,7487775000,32500575000,25012800000,0.725000,2.117000,1.225000,0.991000,16.440000
AAPL,2026-05-04,35.970000,29.880000,3.660000,8.630000,48.940000,24.420000,9.340000,0.027560,0.029590,401445715385,0.060400,135287206085,0.077500,7.224000,0.082300,105981668862,0.069800,0.463300,0.318700,0.243400,1.570500,0.263600,0.582700,72260228769,681506228769,609246000000,1.885100,4.503000,0.859000,0.719000,6.400000
MSFT,2026-05-04,37.130000,28.930000,1.340000,12.900000,11.990000,23.780000,13.050000,0.021020,0.028250,270784515385,0.149400,144869715731,0.193200,13.618000,0.220100,68508482392,0.166700,0.693700,0.449300,0.365700,0.355300,0.184900,0.280500,48741212769,143187212769,94446000000,0.328900,0.652000,1.372000,1.113000,38.040000
NVDA,2026-05-04,58.970000,31.480000,0.320000,26.440000,46.360000,47.660000,27.430000,0.023260,0.018450,174910655769,0.769400,110893355758,0.907500,4.313000,1.055800,80808722965,0.933000,0.752100,0.624100,0.560100,0.924500,0.651400,0.778000,31483918038,70561918038,39078000000,0.131500,0.352000,4.173000,3.475000,92.980000
META,2026-05-04,24.970000,22.330000,0.740000,8.800000,8.490000,18.110000,9.510000,0.038300,0.036630,181271091346,0.230500,96254949505,0.261400,25.121000,0.316000,58731833596,0.257300,0.812100,0.426000,0.374700,0.374600,0.237500,0.299900,32628796442,69564796442,36936000000,0.273400,0.384000,3.032000,2.443000,43.800000
GOOGL,2026-05-04,25.050000,20.170000,1,6.560000,7.560000,18.810000,6.950000,0.032380,0.040650,373685576923,0.153000,152463715385,0.174200,8.791000,0.211100,77352914423,0.180100,0.597100,0.330200,0.294300,0.319700,0.216200,0.272700,67263403846,85974403846,18711000000,0.095000,0.123000,1.900000,1.577000,144.140000
AMZN,2026-05-04,40.270000,33.960000,2.060000,3.700000,7.970000,18.390000,3.780000,0.016070,0.023420,669266907692,0.110800,109759772862,0.137200,5.498000,0.157400,38817480646,0.125800,0.489300,0.108800,0.094100,0.216100,0.091200,0.143500,120468043385,231762043385,111294000000,0.540400,1.014000,1.061000,0.884000,23.300000
TSLA,2026-05-04,117.720000,87.330000,73.100000,13.520000,16.340000,70.340000,14.460000,0.002580,0.008450,98101885192,0.009300,13243754501,0.010700,2.051000,0.012600,3629769752,0.010500,0.181300,0.072300,0.072800,0.104400,0.061100,0.082700,17658339335,38556339335,20898000000,0.183100,1.578000,2.070000,1.694000,65.570000
JPM,2026-05-04,11.480000,13.380000,1.010000,4.040000,2.090000,11.490000,3.620000,0.050690,0.078130,186107381538,0.108300,74815167378,0.122400,20.949000,0.137300,34243758203,0.112100,0.605500,0.411000,0.315700,0.164800,0.013700,0.109700,33499328677,114520928677,81021600000,1.301400,1.083000,1.096000,0.889000,9.050000
V,2026-05-04,29.310000,27.370000,2.090000,15.910000,15.800000,24.200000,17.250000,0.030770,0.032890,37560461538,0.098000,26367444000,0.111400,10.281000,0.128000,19230956308,0.107800,0.784900,0.652700,0.547600,0.493000,0.204100,0.416500,6760883077,34851683077,28090800000,0.487200,1.065000,1.229000,1.018000,23.900000
NFLX,2026-05-04,43.260000,34.100000,1.510000,10.020000,16.960000,30.170000,10.820000,0.018160,0.022620,41723775000,0.157900,11849552100,0.186800,21.846000,0.229900,7259936850,0.194900,0.464800,0.263800,0.221800,0.363000,0.143700,0.246900,7510279500,32523079500,25012800000,0.725600,2.111000,1.220000,1.002000,16.900000
AAPL,2026-05-11,32.360000,28.900000,3.440000,8.300000,47.380000,22.880000,9.890000,0.029070,0.029590,402405169231,0.063200,135610542031,0.074800,7.251000,0.087500,106234964677,0.081300,0.465000,0.318900,0.237900,1.627500,0.263200,0.593000,72432930462,681678930462,609246000000,1.939200,4.493000,0.880000,0.730000,6.780000
MSFT,2026-05-11,34.080000,29.350000,1.380000,12.310000,12.470000,23.540000,14.130000,0.020310,0.028250,271830800000,0.152100,145429478000,0.186200,13.640000,0.214800,68773192400,0.178200,0.699700,0.449500,0.365900,0.356200,0.188400,0.281100,48929544000,143375544000,94446000000,0.343500,0.649000,1.329000,1.119000,39.170000
NVDA,2026-05-11,59.830000,31.220000,0.280000,25.050000,46.360000,40.960000,26.980000,0.025290,0.018450,178371415385,0.794800,113087477354,0.977900,4.579000,1.207900,82407593908,0.970400,0.762600,0.638000,0.565000,0.928800,0.667500,0.805900,32106854769,71184854769,39078000000,0.130500,0.346000,4.268000,3.433000,91.750000
META,2026-05-11,26.030000,24.090000,0.740000,9.160000,8.930000,15,8.860000,0.040070,0.036630,181613061538,0.225400,96436535677,0.268200,25.247000,0.315300,58842631938,0.239400,0.821500,0.424900,0.372100,0.375500,0.238400,0.306400,32690351077,69626351077,36936000000,0.268400,0.383000,3.029000,2.474000,46.880000
GOOGL,2026-05-11,25.600000,20.370000,0.980000,6.520000,6.380000,18.340000,7.520000,0.033510,0.040650,374230769231,0.150000,152686153846,0.179500,8.845000,0.216900,77465769231,0.186600,0.593300,0.330600,0.291600,0.325500,0.217600,0.273500,67361538462,86072538462,18711000000,0.093800,0.123000,1.878000,1.523000,140.120000
AMZN,2026-05-11,43.310000,31.720000,2,3.650000,8.210000,18.820000,3.880000,0.016910,0.023420,672039753846,0.115600,110214519631,0.132900,5.525000,0.162200,38978305723,0.125500,0.491800,0.109200,0.093500,0.214900,0.087900,0.139900,120967155692,232261155692,111294000000,0.552200,1.010000,1.095000,0.882000,22.320000
TSLA,2026-05-11,123.540000,85.210000,70.850000,12.810000,18.170000,73.620000,14.070000,0.002710,0.008450,98114849231,0.009200,13245504646,0.010800,2.052000,0.013000,3630249422,0.010300,0.181100,0.074200,0.073700,0.106200,0.063200,0.080800,17660672862,38558672862,20898000000,0.181700,1.578000,2.064000,1.683000,70.440000
