ticker,snapshot_date,close,return_1d,return_1w,return_1m,momentum_1w,momentum_1m,momentum_3m,momentum_6m,volatility_30d,volatility_90d,drawdown,distance_52w_high,distance_52w_low,volume_change,pe_ratio,forward_pe,ev_ebitda,price_to_sales,fcf_yield,revenue_growth_yoy,eps_growth_yoy,ebitda_growth_yoy,gross_margin,operating_margin,net_margin,roe,roa,roic,debt_to_equity,net_debt_ebitda,current_ratio,earnings_surprise,earnings_sentiment,sector_relative_pe,sector_relative_growth,sector_relative_roic,analyst_signal,news_sentiment,sp500_return_1m,nasdaq_return_1m,sector_return_1m,interest_rate,inflation,market_regime,valuation_score,growth_score,quality_score,financial_health_score,momentum_score,earnings_score,baseline_investment_score
V,2026-04-10,401.400000,0.003980,0.012640,0.018420,0.012640,0.018420,0.014430,0.090410,0.134120,0.159300,-0.049580,-0.049580,0.136820,-0.153400,30.530000,27.160000,20.780000,15.860000,0.033230,0.098500,0.137000,0.122400,0.803200,0.666900,0.543000,0.509400,0.204700,0.426400,0.518600,1.073000,1.262000,0.025900,0.509000,1.407000,-0.000600,0.159400,4.040000,0.287000,-0.042100,0.059800,0.005800,4.330000,2.560000,risk-on,0.533300,0.272200,0.844400,0.444400,0.827800,0.688900,0.589700
NFLX,2026-04-10,1263.500000,0.013110,-0.048780,-0.109220,-0.048780,-0.109220,-0.296680,-0.218030,0.313430,0.342080,-0.356230,-0.356230,0.110370,0.090100,43.220000,33.700000,29.880000,10.160000,0.017660,0.154900,0.200400,0.167600,0.457000,0.262000,0.222500,0.355000,0.138600,0.236600,0.719500,2.137000,1.215000,0.058300,0.726000,1.380000,-0.015200,-0.030800,4.310000,0.201000,-0.015700,-0.010900,0.074600,4.330000,2.560000,neutral,0.266700,0.666700,0.322200,0.255600,0.144400,0.944400,0.405600
AAPL,2026-04-17,223.410000,-0.000720,-0.049480,-0.107500,-0.049480,-0.107500,0.016240,-0.227250,0.264130,0.243470,-0.310420,-0.310420,0.049760,-0.198300,33.330000,27.930000,25.720000,9.330000,0.029350,0.061100,0.087400,0.070900,0.462200,0.316600,0.236700,1.571700,0.253700,0.585600,1.845400,4.518000,0.867000,0.013700,0.618000,0.822000,-0.271700,0.038800,4.500000,-0.398000,-0.015400,0.035100,-0.056100,4.320000,2.440000,neutral,0.533300,0.111100,0.672200,0,0.466700,0.594400,0.392800
MSFT,2026-04-17,435.510000,-0.006800,-0.055090,-0.054040,-0.055090,-0.054040,-0.124900,-0.192630,0.204880,0.186850,-0.285840,-0.285840,0,0.007800,34.960000,28.660000,25.060000,13.070000,0.022450,0.148300,0.212900,0.184700,0.689500,0.444800,0.361300,0.347700,0.187300,0.275900,0.337100,0.658000,1.320000,0.095400,0.868000,0.861000,-0.184500,-0.270900,4.310000,0.216000,0.044300,0.009400,-0.006100,4.320000,2.440000,neutral,0.422200,0.700000,0.594400,0.555600,0.522200,1,0.605000
NVDA,2026-04-17,90.010000,0.001560,-0.070430,0.031520,-0.070430,0.031520,0.074620,-0.244690,0.440020,0.440670,-0.513640,-0.513640,0.210950,0.303800,52.780000,34.130000,43.470000,24.870000,0.024690,0.789000,1.108400,0.911800,0.743500,0.621800,0.560300,0.907700,0.668500,0.779000,0.128600,0.362000,4.173000,0.019300,0.623000,1.318000,0.456200,0.232200,4.210000,0.087000,0.020900,0.068600,0.019100,4.320000,2.440000,risk-off,0.155600,1,0.905600,0.922200,0.661100,0.761100,0.725800
META,2026-04-17,643.750000,0.001850,-0.071480,-0.098090,-0.071480,-0.098090,-0.168290,-0.307710,0.284320,0.351520,-0.448910,-0.448910,0.009190,0.136700,28.350000,22.510000,16.600000,8.530000,0.038330,0.217700,0.290600,0.260300,0.820800,0.418200,0.379700,0.371800,0.231400,0.297400,0.274600,0.390000,2.970000,0.047200,0.603000,0.852000,0.041800,0.029700,4.380000,-0.044000,-0.031800,0.008300,-0.042800,4.320000,2.440000,neutral,0.788900,0.888900,0.733300,0.733300,0.172200,0.661100,0.684200
GOOGL,2026-04-17,245.290000,-0.009370,-0.030170,-0.043330,-0.030170,-0.043330,-0.010490,-0.066100,0.174070,0.219300,-0.183730,-0.183730,0.053920,0.144900,22.290000,20.840000,17.380000,6.760000,0.032110,0.155700,0.203200,0.172400,0.590400,0.328300,0.295000,0.319600,0.216100,0.264500,0.093200,0.124000,1.906000,-0.037000,0.315000,0.768000,-0.020200,-0.003200,4.350000,0.002000,-0.000800,0.031700,-0.011700,4.320000,2.440000,risk-on,0.811100,0.633300,0.416700,0.900000,0.700000,0.250000,0.637200
AMZN,2026-04-17,214.890000,-0.006610,-0.037190,-0.119920,-0.037190,-0.119920,-0.090100,-0.192020,0.237610,0.271270,-0.290770,-0.290770,0.003880,-0.494300,43.050000,34.820000,20.750000,3.690000,0.016800,0.108800,0.150500,0.135600,0.492000,0.107900,0.091200,0.209400,0.085500,0.140600,0.545500,1.021000,1.079000,-0.052800,0.287000,0.530000,0.049900,0.029900,3.710000,-0.273000,-0.015200,0.014500,0.087700,4.320000,2.440000,neutral,0.466700,0.444400,0.222200,0.305600,0.433300,0,0.337500
TSLA,2026-04-17,824.930000,-0.005520,0.002000,-0.080810,0.002000,-0.080810,0.461580,0.405690,0.595990,0.527150,-0.127480,-0.127480,0.584640,0.398500,122.240000,87.410000,72.100000,13.550000,0.002830,0.008900,0.011800,0.010300,0.175600,0.074100,0.072500,0.106900,0.062300,0.080900,0.179900,1.579000,1.991000,0.034000,0.648000,1.470000,-0.049900,-0.029800,4.330000,0.261000,-0.058900,-0.014500,0.047400,4.320000,2.440000,risk-off,0.044400,0,0,0.777800,0.738900,0.816700,0.318100
JPM,2026-04-17,214.770000,-0.007670,-0.039230,-0.126530,-0.039230,-0.126530,-0.150840,-0.298070,0.171530,0.212590,-0.313020,-0.313020,0.003790,-0.165600,12.450000,13.890000,11.480000,3.820000,0.048880,0.103300,0.133500,0.123900,0.605300,0.400800,0.316600,0.168100,0.013500,0.109300,1.256100,1.091000,1.089000,-0.043300,0.289000,0.593000,0.002100,-0.155500,2.890000,-0.044000,-0.024100,0.007100,-0.025600,4.320000,2.440000,risk-on,0.977800,0.300000,0.288900,0.144400,0.238900,0.138900,0.384700
V,2026-04-17,396.840000,-0.005240,-0.011360,0.002450,-0.011360,0.002450,0.024050,0.090340,0.123270,0.154190,-0.060380,-0.060380,0.123910,-0.325500,30.920000,29.230000,22.230000,16.750000,0.029910,0.099100,0.138400,0.113600,0.793400,0.654700,0.537100,0.511000,0.206500,0.420400,0.504200,1.071000,1.285000,0.008200,0.497000,1.407000,-0.002100,0.155600,3.820000,0.741000,0.053900,0.020900,0.014200,4.320000,2.440000,risk-on,0.533300,0.255600,0.844400,0.405600,0.866700,0.461100,0.563600
NFLX,2026-04-17,1193.250000,-0.030160,-0.055600,-0.083160,-0.055600,-0.083160,-0.281720,-0.267140,0.294090,0.330070,-0.392020,-0.392020,0,-0.176100,43.620000,33.840000,31.230000,9.810000,0.018740,0.154400,0.208100,0.183200,0.460600,0.266400,0.219500,0.361400,0.143300,0.241200,0.725800,2.132000,1.212000,-0.012400,0.541000,1.380000,-0.021500,-0.026500,3.580000,0.371000,0.052900,0.012300,-0.020700,4.320000,2.440000,neutral,0.266700,0.666700,0.322200,0.255600,0.200000,0.316700,0.351100
AAPL,2026-04-24,221,-0.002480,-0.010790,-0.109950,-0.010790,-0.109950,-0.010790,-0.238670,0.270720,0.246320,-0.317860,-0.317860,0.038440,-0.130000,33.990000,30.770000,24.790000,8.920000,0.028550,0.063200,0.094900,0.073800,0.467800,0.313100,0.240000,1.574900,0.252400,0.588800,1.827100,4.509000,0.867000,0.039000,0.779000,0.822000,-0.277700,0.032900,3.790000,0.009000,0.065700,0.007500,0.029900,4.350000,2.430000,neutral,0.533300,0.111100,0.672200,0,0.383300,0.783300,0.399200
MSFT,2026-04-24,443.780000,0.021480,0.018990,-0.023670,0.018990,-0.023670,-0.091420,-0.170470,0.216330,0.197030,-0.272280,-0.272280,0.032310,-0.099200,34.040000,29.110000,24.920000,12.420000,0.021350,0.150600,0.208200,0.186800,0.702900,0.442800,0.364100,0.349400,0.187100,0.284000,0.325700,0.655000,1.361000,0.003900,0.562000,0.861000,-0.190300,-0.271900,4.020000,0.151000,0.044000,-0.023400,0.015100,4.350000,2.430000,neutral,0.422200,0.627800,0.594400,0.555600,0.577800,0.438900,0.542800
NVDA,2026-04-24,86.740000,0.022150,-0.036330,-0.066410,-0.036330,-0.066410,0.135640,-0.231910,0.440210,0.436250,-0.531310,-0.531310,0.166960,-0.059300,51.630000,34.750000,39.890000,25.800000,0.024370,0.808900,1.049500,0.886300,0.752000,0.624700,0.556800,0.899800,0.659900,0.795000,0.130400,0.356000,4.139000,-0.020600,0.410000,1.318000,0.468000,0.239100,4.230000,-0.188000,0.033400,-0.005000,0.021400,4.350000,2.430000,risk-off,0.155600,1,0.905600,0.922200,0.550000,0.250000,0.658100
META,2026-04-24,619.180000,-0.011610,-0.038170,-0.152600,-0.038170,-0.152600,-0.195050,-0.358380,0.250440,0.337710,-0.469940,-0.469940,0,0.183900,27.140000,25.080000,18.980000,9.980000,0.038140,0.220200,0.329400,0.263400,0.814000,0.422300,0.366000,0.372800,0.230800,0.300700,0.270600,0.388000,2.931000,0.008600,0.642000,0.852000,0.044100,0.030000,4.100000,-0.032000,0.015900,-0.026700,0.082000,4.350000,2.430000,neutral,0.788900,0.888900,0.733300,0.733300,0.083300,0.466700,0.651400
GOOGL,2026-04-24,253.440000,0.009520,0.033230,-0.026200,0.033230,-0.026200,0.000160,-0.048720,0.157420,0.223760,-0.156610,-0.156610,0.088940,-0.084400,24.950000,21.880000,16.960000,6.990000,0.030880,0.151900,0.205100,0.184200,0.595100,0.329000,0.291500,0.324500,0.215900,0.268100,0.093600,0.123000,1.914000,-0.041100,0.339000,0.768000,-0.024200,-0.002600,3.720000,-0.253000,0.049500,0.004900,0.026900,4.350000,2.430000,risk-on,0.811100,0.627800,0.416700,0.900000,0.727800,0.111100,0.626400
AMZN,2026-04-24,218.230000,0.011450,0.015540,-0.091390,0.015540,-0.091390,-0.081480,-0.172590,0.252220,0.267060,-0.279750,-0.279750,0.019480,-0.159500,46.480000,32.490000,20.020000,3.550000,0.018050,0.110900,0.147800,0.130700,0.489000,0.109900,0.092500,0.208500,0.086700,0.139500,0.539000,1.018000,1.044000,0.094700,0.698000,0.530000,0.050800,0.028600,4.500000,0.376000,-0.022000,0.041600,0.036000,4.350000,2.430000,neutral,0.466700,0.444400,0.222200,0.266700,0.444400,0.961100,0.429400
TSLA,2026-04-24,917.960000,-0.006450,0.112770,0.045740,0.112770,0.045740,0.472910,0.523940,0.689240,0.544390,-0.029090,-0.029090,0.692060,-0.340700,118.480000,94.080000,76.500000,13.610000,0.002930,0.009300,0.012600,0.010700,0.178800,0.073900,0.074100,0.102200,0.062400,0.082400,0.179900,1.579000,2.024000,0.051200,0.545000,1.470000,-0.050800,-0.028600,4.560000,-0.316000,-0.037500,-0.008400,0.021200,4.350000,2.430000,risk-off,0.044400,0,0,0.777800,0.850000,0.733300,0.326400
JPM,2026-04-24,215.920000,-0.010810,0.005350,-0.125480,0.005350,-0.125480,-0.132360,-0.304050,0.183270,0.213420,-0.309340,-0.309340,0.009160,0.137300,13.370000,15.440000,10.670000,4.040000,0.047090,0.103800,0.144000,0.122200,0.598800,0.405000,0.307100,0.165300,0.013800,0.108500,1.263600,1.089000,1.094000,0.045000,0.680000,0.593000,0.002600,-0.151800,4.100000,0.256000,-0.020000,0.037700,0.008000,4.350000,2.430000,risk-on,0.977800,0.300000,0.288900,0.144400,0.250000,0.722200,0.444700
V,2026-04-24,404.630000,0.008570,0.019630,0.000670,0.019630,0.000670,0.058020,0.085350,0.122030,0.151960,-0.041930,-0.041930,0.145970,0.047100,31.070000,29.750000,22.290000,15.720000,0.034170,0.098500,0.146500,0.115500,0.799700,0.659800,0.556900,0.506700,0.203400,0.412100,0.509400,1.069000,1.305000,0.035100,0.521000,1.407000,-0.002600,0.151800,3.460000,-0.082000,-0.008700,0.004900,-0.010400,4.350000,2.430000,risk-on,0.533300,0.255600,0.844400,0.444400,0.866700,0.533300,0.576700
NFLX,2026-04-24,1244.400000,0.002800,0.042870,-0.046310,0.042870,-0.046310,-0.185660,-0.267040,0.312260,0.325060,-0.365960,-0.365960,0.045060,0.117200,43.050000,33.520000,29.710000,9.500000,0.017990,0.156200,0.214900,0.199700,0.463900,0.261700,0.221100,0.364400,0.141900,0.243300,0.715400,2.124000,1.226000,-0.094700,0.210000,1.380000,-0.019900,-0.027400,3.140000,0.088000,-0.049300,0.065600,-0.015700,4.350000,2.430000,neutral,0.266700,0.744400,0.322200,0.255600,0.266700,0,0.345000
AAPL,2026-05-01,227.740000,-0.009480,0.030500,-0.059970,0.030500,-0.059970,0.025120,-0.229910,0.302940,0.265260,-0.297060,-0.297060,0.070110,-0.049400,35.080000,29.910000,25.420000,8.350000,0.030110,0.063800,0.082400,0.070200,0.454500,0.319900,0.239600,1.598000,0.259200,0.583000,1.893800,4.502000,0.884000,0.076400,0.773000,0.822000,-0.279000,0.028300,4.360000,-0.201000,-0.026900,0.050500,0.018000,4.300000,2.350000,neutral,0.533300,0.111100,0.650000,0,0.366700,0.833300,0.397200
MSFT,2026-05-01,450.700000,0.000640,0.015590,-0.031810,0.015590,-0.031810,-0.060810,-0.140840,0.188250,0.192660,-0.260930,-0.260930,0.048410,-0.371100,35.060000,28.610000,25.910000,11.820000,0.023080,0.153100,0.209600,0.187600,0.692100,0.454900,0.359200,0.357200,0.188700,0.284000,0.329400,0.653000,1.332000,0.024100,0.453000,0.861000,-0.189700,-0.270700,4,-0.521000,0.042500,0.049500,-0.066000,4.300000,2.350000,risk-on,0.422200,0.672200,0.594400,0.555600,0.527800,0.561100,0.556400
NVDA,2026-05-01,95.800000,0.023290,0.104450,-0.050070,0.104450,-0.050070,0.237410,-0.078140,0.485200,0.449850,-0.482360,-0.482360,0.288850,-0.023500,55.970000,32.410000,45.660000,26.620000,0.024110,0.811600,1.013100,0.936300,0.740500,0.619700,0.556300,0.905400,0.653800,0.797200,0.131700,0.352000,4.184000,0.104600,1,1.318000,0.468800,0.242500,4.800000,0.384000,-0.020800,-0.002300,0.082600,4.300000,2.350000,risk-off,0.155600,1,0.905600,0.922200,0.577800,1,0.737200
META,2026-05-01,596.030000,-0.010690,-0.037390,-0.195150,-0.037390,-0.195150,-0.227920,-0.378850,0.233740,0.325880,-0.489760,-0.489760,0,-0.017300,29.220000,23.870000,18.200000,9.030000,0.038890,0.227400,0.307900,0.275300,0.816800,0.426800,0.374700,0.367300,0.235100,0.307300,0.272000,0.386000,2.957000,0.006700,0.575000,0.852000,0.048700,0.033200,4.410000,0.187000,-0.022400,0.028900,-0.034200,4.300000,2.350000,neutral,0.788900,0.888900,0.733300,0.733300,0.083300,0.477800,0.652500
GOOGL,2026-05-01,249.210000,0.007520,-0.016690,-0.045360,-0.016690,-0.045360,0.035790,-0.057770,0.195450,0.214890,-0.170680,-0.170680,0.070770,-0.197900,23.570000,22.800000,17.030000,6.940000,0.036250,0.151100,0.200200,0.181900,0.592200,0.328500,0.297300,0.321400,0.212600,0.271500,0.092800,0.123000,1.845000,0.053100,0.725000,0.768000,-0.027600,-0.002600,4.630000,0.077000,0.054400,0.020600,0.002800,4.300000,2.350000,risk-on,0.811100,0.594400,0.416700,0.900000,0.683300,0.805600,0.682500
AMZN,2026-05-01,230.290000,0.018980,0.055260,-0.020670,0.055260,-0.020670,0.045540,-0.135190,0.302340,0.263230,-0.239940,-0.239940,0.075820,0.091300,42.490000,30.690000,19.920000,3.620000,0.017350,0.107500,0.152600,0.136500,0.486900,0.108900,0.091400,0.211500,0.090200,0.141500,0.535700,1.017000,1.064000,0.007900,0.462000,0.530000,0.049400,0.029500,4,0.148000,-0.001600,0.025800,-0.058000,4.300000,2.350000,neutral,0.466700,0.388900,0.222200,0.266700,0.655600,0.427800,0.396700
TSLA,2026-05-01,963.850000,0.003220,0.049990,0.076600,0.049990,0.076600,0.429730,0.559800,0.758870,0.567090,0,0,0.707710,-0.171000,118.810000,90.890000,74.280000,13.290000,0.002840,0.008800,0.012000,0.010400,0.179100,0.074000,0.073000,0.103800,0.061800,0.082500,0.180300,1.579000,2.001000,-0.030700,0.397000,1.470000,-0.049300,-0.029500,3.770000,-0.071000,-0.015200,-0.046400,0.030500,4.300000,2.350000,risk-off,0.044400,0,0,0.777800,0.850000,0.038900,0.256900
JPM,2026-05-01,221.490000,-0.000140,0.025800,-0.085170,0.025800,-0.085170,-0.089870,-0.276080,0.204440,0.206880,-0.291530,-0.291530,0.035190,-0.304900,11.210000,13.340000,11.860000,3.850000,0.046570,0.109700,0.124100,0.119100,0.605100,0.404700,0.314900,0.166400,0.013700,0.110000,1.285600,1.084000,1.084000,0.018200,0.440000,0.593000,0.006600,-0.151400,4.040000,-0.089000,0.010700,-0.067000,0.085800,4.300000,2.350000,neutral,0.977800,0.388900,0.288900,0.144400,0.261100,0.533300,0.445300
V,2026-05-01,403.740000,-0.006080,-0.002200,0.006180,-0.002200,0.006180,0.021530,0.051320,0.121000,0.149570,-0.044040,-0.044040,0.143450,-0.016800,31.840000,25.740000,23.820000,15.890000,0.031340,0.096500,0.121000,0.111300,0.798400,0.671300,0.540500,0.496700,0.208500,0.412700,0.501600,1.068000,1.276000,-0.018300,0.382000,1.407000,-0.006600,0.151300,4.170000,-0.243000,0.006800,0.014700,0.030000,4.300000,2.350000,risk-on,0.533300,0.222200,0.844400,0.444400,0.750000,0.172200,0.516400
NFLX,2026-05-01,1285.410000,0.011610,0.032960,-0.046310,0.032960,-0.046310,-0.182380,-0.300130,0.293360,0.322140,-0.345060,-0.345060,0.079510,0.004700,43.250000,35.010000,32.310000,10.140000,0.017230,0.157500,0.216300,0.180000,0.464700,0.269100,0.221400,0.358300,0.144600,0.243400,0.725000,2.117000,1.225000,-0.018500,0.420000,1.380000,-0.021200,-0.030700,3.850000,-0.170000,-0.058200,-0.017100,0.013700,4.300000,2.350000,neutral,0.266700,0.733300,0.344400,0.255600,0.244400,0.150000,0.358900
AAPL,2026-05-08,229.870000,0.001000,0.009350,-0.013260,0.009350,-0.013260,0.037040,-0.193550,0.306870,0.268980,-0.290480,-0.290480,0.080110,0.417200,35.970000,29.880000,24.420000,8.630000,0.027560,0.060400,0.082300,0.077500,0.463300,0.318700,0.243400,1.570500,0.263600,0.582700,1.885100,4.503000,0.859000,0.014200,0.415000,0.822000,-0.266000,0.035600,3.820000,-0.458000,0.004500,0.051300,0.006200,4.270000,2.290000,neutral,0.533300,0.111100,0.650000,0,0.450000,0.072200,0.333600
MSFT,2026-05-08,447.780000,-0.004360,-0.006480,-0.014110,-0.006480,-0.014110,-0.053400,-0.141110,0.193930,0.194300,-0.265720,-0.265720,0.041620,-0.013700,37.130000,28.930000,23.780000,12.900000,0.021020,0.149400,0.220100,0.193200,0.693700,0.449300,0.365700,0.355300,0.184900,0.280500,0.328900,0.652000,1.372000,0.021900,0.647000,0.861000,-0.177000,-0.266600,3.980000,-0.159000,0.037000,-0.020100,0.032000,4.270000,2.290000,risk-on,0.422200,0.633300,0.594400,0.555600,0.511100,0.327800,0.522800
NVDA,2026-05-08,91.590000,-0.007050,-0.043950,-0.079870,-0.043950,-0.079870,0.148610,-0.070720,0.413280,0.451610,-0.505110,-0.505110,0.232210,-0.122700,58.970000,31.480000,47.660000,26.440000,0.023260,0.769400,1.055800,0.907500,0.752100,0.624100,0.560100,0.924500,0.651400,0.778000,0.131500,0.352000,4.173000,-0.046100,0.461000,1.318000,0.443000,0.230900,3.990000,0.186000,-0.005900,0.040900,0.037900,4.270000,2.290000,risk-off,0.155600,1,0.905600,0.922200,0.577800,0.038900,0.641100
META,2026-05-08,597.930000,0.007700,0.003190,-0.138140,0.003190,-0.138140,-0.138390,-0.360260,0.216580,0.305870,-0.488130,-0.488130,0.025430,-0.149100,24.970000,22.330000,18.110000,8.800000,0.038300,0.230500,0.316000,0.261400,0.812100,0.426000,0.374700,0.374600,0.237500,0.299900,0.273400,0.384000,3.032000,0.097800,1,0.852000,0.050000,0.026700,4.330000,0.097000,0.029800,-0.028300,0.019200,4.270000,2.290000,neutral,0.788900,0.888900,0.733300,0.733300,0.122200,0.900000,0.700600
GOOGL,2026-05-08,231.530000,-0.020060,-0.070940,-0.098050,-0.070940,-0.098050,-0.064830,-0.129720,0.214960,0.217600,-0.229520,-0.229520,0,-0.096100,25.050000,20.170000,18.810000,6.560000,0.032380,0.153000,0.211100,0.174200,0.597100,0.330200,0.294300,0.319700,0.216200,0.272700,0.095000,0.123000,1.900000,0.022200,0.630000,0.768000,-0.027500,-0.000500,4.190000,-0.008000,-0.027700,0.026500,-0.000300,4.270000,2.290000,neutral,0.811100,0.611100,0.416700,0.900000,0.383300,0.305600,0.590800
AMZN,2026-05-08,241.770000,0.029070,0.049850,0.085140,0.049850,0.085140,0.038660,-0.078760,0.278360,0.266540,-0.202050,-0.202050,0.129450,-0.077900,40.270000,33.960000,18.390000,3.700000,0.016070,0.110800,0.157400,0.137200,0.489300,0.108800,0.094100,0.216100,0.091200,0.143500,0.540400,1.014000,1.061000,0.071400,0.800000,0.530000,0.050700,0.030400,4.200000,-0.004000,0.006200,0.086400,0.005200,4.270000,2.290000,neutral,0.466700,0.444400,0.222200,0.266700,0.672200,0.638900,0.431400
TSLA,2026-05-08,994.170000,0.019060,0.031460,0.253210,0.031460,0.253210,0.330400,0.597500,0.662240,0.560980,0,0,0.761430,-0.111900,117.720000,87.330000,70.340000,13.520000,0.002580,0.009300,0.012600,0.010700,0.181300,0.072300,0.072800,0.104400,0.061100,0.082700,0.183100,1.578000,2.070000,0.052800,0.505000,1.470000,-0.050800,-0.030400,3.600000,-0.011000,0.025600,0.000300,0.003000,4.270000,2.290000,risk-off,0.044400,0,0,0.777800,0.850000,0.422200,0.295300
JPM,2026-05-08,216.560000,-0.009880,-0.022260,-0.041470,-0.022260,-0.041470,-0.134420,-0.275890,0.209300,0.208980,-0.307300,-0.307300,0.012150,0.200500,11.480000,13.380000,11.490000,4.040000,0.050690,0.108300,0.137300,0.122400,0.605500,0.411000,0.315700,0.164800,0.013700,0.109700,1.301400,1.083000,1.096000,0.055900,0.746000,0.593000,0.005200,-0.153400,4.220000,-0.283000,0.004800,0.050600,0.005000,4.270000,2.290000,neutral,0.977800,0.333300,0.288900,0.144400,0.305600,0.527800,0.440300
V,2026-05-08,408.630000,0.010060,0.012110,0.022060,0.012110,0.022060,0.039110,0.026970,0.131180,0.155710,-0.032460,-0.032460,0.157300,-0.048700,29.310000,27.370000,24.200000,15.910000,0.030770,0.098000,0.128000,0.111400,0.784900,0.652700,0.547600,0.493000,0.204100,0.416500,0.487200,1.065000,1.229000,0.072300,0.814000,1.407000,-0.005100,0.153400,4.260000,0.129000,-0.034000,0.105200,0.041800,4.270000,2.290000,risk-on,0.533300,0.222200,0.844400,0.444400,0.811100,0.805600,0.588900
NFLX,2026-05-08,1322.330000,0.013890,0.028720,0.060280,0.028720,0.060280,-0.157110,-0.243840,0.258720,0.308820,-0.326250,-0.326250,0.110510,0.310000,43.260000,34.100000,30.170000,10.020000,0.018160,0.157900,0.229900,0.186800,0.464800,0.263800,0.221800,0.363000,0.143700,0.246900,0.725600,2.111000,1.220000,0.113500,0.943000,1.380000,-0.022600,-0.026300,4.440000,0.304000,0.020800,0.012700,-0.050800,4.270000,2.290000,neutral,0.266700,0.755600,0.344400,0.255600,0.316700,0.961100,0.455300
AAPL,2026-05-15,221.690000,-0.006320,-0.035590,-0.008410,-0.035590,-0.008410,0.015440,-0.201000,0.245540,0.260800,-0.315730,-0.315730,0.041680,-0.023200,32.360000,28.900000,22.880000,8.300000,0.029070,0.063200,0.087500,0.074800,0.465000,0.318900,0.237900,1.627500,0.263200,0.593000,1.939200,4.493000,0.880000,0.022100,0.449000,0.822000,-0.273500,0.033000,4.740000,-0.103000,0.063200,0.096200,0.056100,4.230000,2.180000,neutral,0.533300,0.111100,0.672200,0,0.500000,0.466700,0.385000
MSFT,2026-05-15,433.560000,-0.009750,-0.031760,-0.011240,-0.031760,-0.011240,-0.094810,-0.159230,0.222190,0.208270,-0.289040,-0.289040,0.008540,-0.146100,34.080000,29.350000,23.540000,12.310000,0.020310,0.152100,0.214800,0.186200,0.699700,0.449500,0.365900,0.356200,0.188400,0.281100,0.343500,0.649000,1.329000,0.000100,0.513000,0.861000,-0.184600,-0.278900,3.960000,0.104000,-0.069900,0.036200,0.040900,4.230000,2.180000,neutral,0.422200,0.616700,0.594400,0.555600,0.438900,0.316700,0.507500
NVDA,2026-05-15,85.530000,-0.017120,-0.066160,-0.048290,-0.066160,-0.048290,0.079520,-0.130530,0.394730,0.456760,-0.537850,-0.537850,0.150680,-0.075100,59.830000,31.220000,40.960000,25.050000,0.025290,0.794800,1.207900,0.977900,0.762600,0.638000,0.565000,0.928800,0.667500,0.805900,0.130500,0.346000,4.268000,0.059700,0.712000,1.318000,0.458100,0.245900,3.680000,0.336000,0.010200,0.016000,0.057100,4.230000,2.180000,risk-off,0.155600,1,0.905600,0.922200,0.550000,0.711100,0.704200
META,2026-05-15,596.860000,0.004810,-0.001790,-0.071120,-0.001790,-0.071120,-0.143460,-0.312840,0.165100,0.295280,-0.489050,-0.489050,0.023600,-0.295100,26.030000,24.090000,15,9.160000,0.040070,0.225400,0.315300,0.268200,0.821500,0.424900,0.372100,0.375500,0.238400,0.306400,0.268400,0.383000,3.029000,0.035700,0.668000,0.852000,0.044500,0.033100,4.140000,0.514000,0.031500,-0.004700,-0.010200,4.230000,2.180000,risk-on,0.788900,0.888900,0.733300,0.733300,0.238900,0.555600,0.683600
GOOGL,2026-05-15,225.410000,-0.025420,-0.026430,-0.089660,-0.026430,-0.089660,-0.081050,-0.148430,0.269000,0.233840,-0.249880,-0.249880,0.009630,0.057700,25.600000,20.370000,18.340000,6.520000,0.033510,0.150000,0.216900,0.179500,0.593300,0.330600,0.291600,0.325500,0.217600,0.273500,0.093800,0.123000,1.878000,0.020600,0.641000,0.768000,-0.030900,0.000200,4.220000,0.299000,0.047200,0.039000,-0.010900,4.230000,2.180000,neutral,0.811100,0.638900,0.416700,0.900000,0.344400,0.400000,0.600000
AMZN,2026-05-15,243.630000,0.022920,0.007690,0.126250,0.007690,0.126250,0.048370,-0.056320,0.256290,0.270100,-0.195910,-0.195910,0.138140,0.278300,43.310000,31.720000,18.820000,3.650000,0.016910,0.115600,0.162200,0.132900,0.491800,0.109200,0.093500,0.214900,0.087900,0.139900,0.552200,1.010000,1.095000,0.056300,0.735000,0.530000,0.053200,0.029500,3.650000,0.331000,0.073900,0.012500,0.042700,4.230000,2.180000,neutral,0.466700,0.444400,0.222200,0.266700,0.783300,0.844400,0.468600
TSLA,2026-05-15,923.760000,0.002840,-0.070820,0.113620,-0.070820,0.113620,0.090900,0.469130,0.589100,0.551600,-0.070820,-0.070820,0.636680,0.031500,123.540000,85.210000,73.620000,12.810000,0.002710,0.009200,0.013000,0.010800,0.181100,0.074200,0.073700,0.106200,0.063200,0.080800,0.181700,1.578000,2.064000,-0.011500,0.416000,1.470000,-0.053200,-0.029600,3.890000,0.320000,-0.034500,-0.046500,-0.001700,4.230000,2.180000,risk-off,0.044400,0,0,0.777800,0.822200,0.183300,0.267200
